title_orig,price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,tags,product_color,product_variation_size_id,product_variation_inventory,shipping_option_price,shipping_is_express,countries_shipped_to,inventory_total,has_urgency_banner,origin_country,merchant_title,merchant_rating_count,merchant_rating,merchant_has_profile_picture,num_listings,tag_list
New Women Ladies Fashion Summer Skinny High Wasist Washed Short Jeans Pants,14.0,12,5000,1,4.06,643,365.0,109.0,109.0,33.0,63.0,0,0,0,0,"Women Pants,womens jeans,Shorts,Ladies Fashion,Hot pants,pants,Short pants,Women's Fashion,skinnyshort,summerpant,Fashion,Summer,Denim Shorts,solid color,sexy,Jeans,Ladies,Women Fashion,Women",navyblue,XXS,2,3,0,43,50,0,CN,sjhdstoer,80093,4.006692220293909,0,9,"['Women Pants', 'womens jeans', 'Shorts', 'Ladies Fashion', 'Hot pants', 'pants', 'Short pants', ""Women's Fashion"", 'skinnyshort', 'summerpant', 'Fashion', 'Summer', 'Denim Shorts', 'solid color', 'sexy', 'Jeans', 'Ladies', 'Women Fashion', 'Women']"
Women's Cotton Sleeveless Round Neck Shirt T-Shirt Loose Fit Pattern Print Sweatshirt,5.8,8,100,1,3.83,6,3.0,1.0,1.0,0.0,1.0,0,0,0,0,"Summer,Fashion,Shirt,Necks,Loose,Round neck,Womens T Shirts,T Shirts,Print,sleeveless,Sweatshirts,Cotton,graphicprint",armygreen,XS,1,1,0,43,50,0,CN,Cuetaes,16741,3.920852995639448,0,1,"['Summer', 'Fashion', 'Shirt', 'Necks', 'Loose', 'Round neck', 'Womens T Shirts', 'T Shirts', 'Print', 'sleeveless', 'Sweatshirts', 'Cotton', 'graphicprint']"
5 Color Women's Fashion Summer Slim Sleeveless Camouflage Print Dress High Waist Lace Up Casual Pocket Mini Dresses Plus Size S-5XL,13.0,13,1000,0,4.16,138,82.0,27.0,27.0,7.0,12.0,1,0,1,0,"Summer,Plus Size,Lace,Mini,Dress,slim,camouflage,Mini dress,Pocket,high waist,Women's Fashion,Fashion,Lace Up,t,print dress,Print,sleeveless,bodycon,Casual,Women Fashion,Waist",pink,S,50,3,0,41,50,1,CN,Oucho co. ltd.,12913,3.981336637497096,1,4,"['Summer', 'Plus Size', 'Lace', 'Mini', 'Dress', 'slim', 'camouflage', 'Mini dress', 'Pocket', 'high waist', ""Women's Fashion"", 'Fashion', 'Lace Up', 't', 'print dress', 'Print', 'sleeveless', 'bodycon', 'Casual', 'Women Fashion', 'Waist']"
Sexy Women Casual Striped T-shirt Long Tops Blouse Kaftan Beach Shirt Mini Dress,9.0,81,50000,0,4.26,5359,3111.0,1172.0,1172.0,204.0,222.0,1,0,1,0,"blouse,Mini,Fashion,longtop,Shirt,kaftandresse,stripetee,Tops,short sleeves,Mini dress,T Shirts,Sexy Dress,Dress,Tops & Blouses,Beach,Women's Fashion,Casual,Women",black,L,50,3,0,40,50,0,CN,Fashionshow68,59198,4.105054224804892,0,1,"['blouse', 'Mini', 'Fashion', 'longtop', 'Shirt', 'kaftandresse', 'stripetee', 'Tops', 'short sleeves', 'Mini dress', 'T Shirts', 'Sexy Dress', 'Dress', 'Tops & Blouses', 'Beach', ""Women's Fashion"", 'Casual', 'Women']"
Women's Summer Fashion Spaghetti Strap Floral Print Tie Front Mini Dress Sexy Dress,7.0,68,10,0,1.5,2,0.0,0.0,0.0,1.0,1.0,0,0,0,0,"Mini,spaghettistrapdresse,Floral print,Summer,womensfahsion,Spaghetti,Dress,summer dress,Print,minidressforwomen,Mini dress,spaghettishoulderstrapdre,Women's Fashion,floralprinteddre,Sexy Dress,Floral,sexy,Fashion",white,S,50,2,0,43,50,0,CN,wenj498,397,3.8589420654911835,0,2,"['Mini', 'spaghettistrapdresse', 'Floral print', 'Summer', 'womensfahsion', 'Spaghetti', 'Dress', 'summer dress', 'Print', 'minidressforwomen', 'Mini dress', 'spaghettishoulderstrapdre', ""Women's Fashion"", 'floralprinteddre', 'Sexy Dress', 'Floral', 'sexy', 'Fashion']"
NEW Red Bull Summer Mens Casual Shorts Pants Loose Cotton Movement Dry Quickly Fitness Shorts,12.0,14,100,1,3.79,24,11.0,6.0,6.0,1.0,4.0,0,0,0,0,"Summer,Shorts,pants,Fitness,Short pants,runningpant,Men's Fashion,Casual,Red,Cotton",black,S,50,3,0,22,50,0,CN,baijupingshop,196,4.020408163265306,0,1,"['Summer', 'Shorts', 'pants', 'Fitness', 'Short pants', 'runningpant', ""Men's Fashion"", 'Casual', 'Red', 'Cotton']"
Summer New Women Fashion Let It ~ Bee Printed Casual Round Neck Graphic Tee Cute Short Sleeve Cotton T-shirts,3.69,40,100,0,3.53,59,22.0,11.0,11.0,4.0,10.0,0,0,0,0,"Summer,Shorts,Cotton,Cotton T Shirt,letter print,cute,teeshirthomme,short sleeves,Casual,Round neck,Women's Fashion,Fashion,printed,beetshirt,Women,Sleeve,T Shirts,Necks",grey,XS,2,1,0,24,50,1,CN,wuewi,10917,4.3648438215627,0,1,"['Summer', 'Shorts', 'Cotton', 'Cotton T Shirt', 'letter print', 'cute', 'teeshirthomme', 'short sleeves', 'Casual', 'Round neck', ""Women's Fashion"", 'Fashion', 'printed', 'beetshirt', 'Women', 'Sleeve', 'T Shirts', 'Necks']"
New Fashion Women Ladies Crochet Kimono Tops Hollow Coat,5.0,5,10000,1,3.82,3208,1467.0,607.0,607.0,241.0,335.0,1,1,0,0,"Fashion,Tops & Blouses,Coat,Tops,tank top,Hollow,Jacket,Women's Fashion,kimono,crochet,Ladies,Women,Women Clothing",white,no_size,50,1,0,63,50,1,CN,Brittany,27055,4.151395305858436,0,1,"['Fashion', 'Tops & Blouses', 'Coat', 'Tops', 'tank top', 'Hollow', 'Jacket', ""Women's Fashion"", 'kimono', 'crochet', 'Ladies', 'Women', 'Women Clothing']"
Women Spring and Summer Fashion Soild Color Vest Off Shoulder Bandage Vest Casual Low Cut Sport Wear Ladies Bodycon Sleeveless Tank Top,5.84,56,100,0,3.28,36,11.0,4.0,4.0,4.0,6.0,0,0,0,0,"Summer,off shoulder top,Fashion,crop top,Spring,Vest,yoga top,Women's Fashion,tank top,sexy,Sport,summer tops,Women,fashion women,Fashion tank top,Tank,summer tank top,Tops,sexy tank top,Casual,Ladies,sleeveless,women top",armygreen,S,50,1,0,43,50,0,CN,happyshoooping,40943,4.017487726839753,0,2,"['Summer', 'off shoulder top', 'Fashion', 'crop top', 'Spring', 'Vest', 'yoga top', ""Women's Fashion"", 'tank top', 'sexy', 'Sport', 'summer tops', 'Women', 'fashion women', 'Fashion tank top', 'Tank', 'summer tank top', 'Tops', 'sexy tank top', 'Casual', 'Ladies', 'sleeveless', 'women top']"
Summer mens cool sport suit Sports Wear Casual Jogging Suits Short Sleeve Outfit Sets,16.0,14,10,0,3.0,3,0.0,2.0,2.0,0.0,1.0,0,0,0,0,"Summer,Shorts,women's jogging suits,Sleeve,shortsleeveset,Short pants,summersuitset,short sleeves,Sport,summerpant,mensjoggingsuit,Suits,Sport Suits,short sleeve shirt,Outfits,men's suits,Casual",green,S.,2,4,0,34,50,0,CN,qiaopiaduxiu,31,3.548387096774193,0,3,"['Summer', 'Shorts', ""women's jogging suits"", 'Sleeve', 'shortsleeveset', 'Short pants', 'summersuitset', 'short sleeves', 'Sport', 'summerpant', 'mensjoggingsuit', 'Suits', 'Sport Suits', 'short sleeve shirt', 'Outfits', ""men's suits"", 'Casual']"
Fashion Women Jumpsuits Slit Bohemia Maxi Long Dress Womens Printed Dress Rose Boho Beach Shorts,13.0,50,1000,0,4.03,855,451.0,165.0,165.0,51.0,68.0,0,0,0,0,"bohemia,sleeveless,printeddre,Rose,long dress,Vintage,Dress,Women's Fashion,Beach,boho,Shorts,midcalfdre,vestido,jumpsuit,maxi dress,printed,Vintage dress,Fashion,Women",red & blue,S,50,3,0,32,50,0,CN,Knights,9136,4.085704903677758,1,1,"['bohemia', 'sleeveless', 'printeddre', 'Rose', 'long dress', 'Vintage', 'Dress', ""Women's Fashion"", 'Beach', 'boho', 'Shorts', 'midcalfdre', 'vestido', 'jumpsuit', 'maxi dress', 'printed', 'Vintage dress', 'Fashion', 'Women']"
Plus Size Women's Fashion Loose Casual V neck long sleeve Floral print summer dress,9.0,8,10000,0,3.18,1783,535.0,289.0,289.0,189.0,426.0,0,0,0,0,"Summer,Plus Size,Floral print,Lace,Sleeve,Long Sleeve,Dress,Loose,V-neck,Floral,Women's Fashion,Fashion,Floral dress,summer dress,Print,Casual,Necks",white,S,50,3,0,24,50,1,CN,fengjinying,10474,3.908535421042582,0,6,"['Summer', 'Plus Size', 'Floral print', 'Lace', 'Sleeve', 'Long Sleeve', 'Dress', 'Loose', 'V-neck', 'Floral', ""Women's Fashion"", 'Fashion', 'Floral dress', 'summer dress', 'Print', 'Casual', 'Necks']"
"Summer Fashion New Women Letter Funny O-neck T-shirt "" I Only Look Up To You "" Love T-shirt / "" Don't Flatter Yourself "" Graphic Tee / March T-shirt",7.0,6,100,0,3.8,61,28.0,11.0,11.0,2.0,8.0,0,0,0,0,"Summer,Plus Size,Love,Graphic T-Shirt,Funny,summer t-shirts,short sleeves,T Shirts,Funny T Shirt,Women's Fashion,Fashion,Women",black,S,50,2,0,45,50,1,CN,enjoy the sunshine,139607,4.2163859978367855,0,2,"['Summer', 'Plus Size', 'Love', 'Graphic T-Shirt', 'Funny', 'summer t-shirts', 'short sleeves', 'T Shirts', 'Funny T Shirt', ""Women's Fashion"", 'Fashion', 'Women']"
Women Fashion Summer V Neck Camisole Vest Solid Color Tops Sleeveless T-shirt Loose Casual Plus Size Tank Tops,11.0,20,100,0,3.43,14,5.0,3.0,3.0,1.0,3.0,0,0,0,0,"Summer,Vest,Plus Size,Tank,Necks,Tops,Loose,Women's Fashion,tank top,T Shirts,Fashion,V-neck,solid color,sleeveless,women top,Casual,Women",white,S,50,2,0,34,50,1,CN,chentengying,3120,4.174679487179486,0,2,"['Summer', 'Vest', 'Plus Size', 'Tank', 'Necks', 'Tops', 'Loose', ""Women's Fashion"", 'tank top', 'T Shirts', 'Fashion', 'V-neck', 'solid color', 'sleeveless', 'women top', 'Casual', 'Women']"
Women Fashion Swimwear Two Pieces Split Bikini Set Summer Printed Beach Bathing Swimsuits,5.84,11,1000,0,4.19,307,171.0,71.0,71.0,12.0,18.0,0,0,0,0,"Summer,sexy bathing suit,Bikinis Set,splitbikiniset,Swimwear,Swimsuit,Bikini,Fashion,Two Pieces,printed,Women's Fashion,Women,Beach,splits",blue,XXS,1,1,0,40,50,0,CN,Get Trendy,10377,4.172785968969837,0,2,"['Summer', 'sexy bathing suit', 'Bikinis Set', 'splitbikiniset', 'Swimwear', 'Swimsuit', 'Bikini', 'Fashion', 'Two Pieces', 'printed', ""Women's Fashion"", 'Women', 'Beach', 'splits']"
Womens Fashion 3D Skull Print Cut Out Back Tank Top Summer Sleeveless Graphic Shirt Slim Fit Cotton Gothic Tee Tops Plus Size Vest,1.0,11,1000,1,3.8,5,3.0,0.0,0.0,0.0,1.0,0,0,0,0,"Summer,Vest,Fashion,slim,gothicshirt,tank top,punkshirt,T Shirts,Plus Size,gothic,skullshirt,Goth,summer tops,Cotton,Tank,Shirt,skull,graphic tee,Tops,Slim Fit,Women's Fashion,Tops & T-Shirts,Print,sleeveless",blue,XXS,37,1,0,41,50,0,CN,Flora boutique,8197,3.858118823959985,0,1,"['Summer', 'Vest', 'Fashion', 'slim', 'gothicshirt', 'tank top', 'punkshirt', 'T Shirts', 'Plus Size', 'gothic', 'skullshirt', 'Goth', 'summer tops', 'Cotton', 'Tank', 'Shirt', 'skull', 'graphic tee', 'Tops', 'Slim Fit', ""Women's Fashion"", 'Tops & T-Shirts', 'Print', 'sleeveless']"
Women Loose Casual Printed V Neck Long Dress Plus Size Wave Point Dress Summer Dress,11.0,60,1000,1,3.38,37,15.0,3.0,3.0,1.0,9.0,0,0,0,0,"Summer,Plus Size,Necks,long dress,Dress,summer dress,V-neck,Women's Fashion,printed,wavepoint,Women,Loose,Casual,casual dress",white,s,49,2,0,25,50,1,CN,chengyongbo64,703,3.9601706970128014,0,3,"['Summer', 'Plus Size', 'Necks', 'long dress', 'Dress', 'summer dress', 'V-neck', ""Women's Fashion"", 'printed', 'wavepoint', 'Women', 'Loose', 'Casual', 'casual dress']"
NEW Women's Summer Floral Sleeveless Spaghetti Strap Backless Casual Dress Short Dress MINI Dress Party Dress Plus Size S-5XL,9.0,8,5000,1,4.03,889,464.0,178.0,178.0,52.0,69.0,0,0,0,0,"Summer,Spaghetti Strap,short dress,Mini,Shorts,Dress,summer dress,Party Dress,Floral dress,Mini dress,Women's Fashion,Sleeveless dress,backless,Plus Size,sleeveless,Floral,party,Spaghetti,Casual,casual dress",blue & pink,L,50,3,0,33,50,0,CN,WOW BANG,16013,4.1088490601386365,0,4,"['Summer', 'Spaghetti Strap', 'short dress', 'Mini', 'Shorts', 'Dress', 'summer dress', 'Party Dress', 'Floral dress', 'Mini dress', ""Women's Fashion"", 'Sleeveless dress', 'backless', 'Plus Size', 'sleeveless', 'Floral', 'party', 'Spaghetti', 'Casual', 'casual dress']"
Women Sexy Lace Patchwork V-Neck Backless Summer Beach Mini Dress,6.0,56,1000,1,3.5,938,349.0,171.0,171.0,88.0,157.0,0,0,0,0,"Mini,Summer,pleated dress,Lace,women dresses,Dress,V-neck,Mini dress,backless,Sexy Dress,sexy lace,sleeveless,sexy,Beach,Women",RED,choose a size,1,2,0,28,50,0,CN,Nalin International,13309,3.876699977458863,0,1,"['Mini', 'Summer', 'pleated dress', 'Lace', 'women dresses', 'Dress', 'V-neck', 'Mini dress', 'backless', 'Sexy Dress', 'sexy lace', 'sleeveless', 'sexy', 'Beach', 'Women']"
New Fashion Summer Women Casual Dress Round Neck Loose Big Swing Skirt Sleeveless Soild Color Beach dress,1.0,10,100,0,3.56,52,22.0,8.0,8.0,3.0,10.0,0,0,0,0,"Summer,Fashion,Necks,Beach,Dress,Loose,beach dress,Round neck,Women's Fashion,sleeveless,Skirts,Casual,Women",white,XXS,2,1,0,40,50,1,no_origin_country,Maryswill,91631,3.83793694273772,1,5,"['Summer', 'Fashion', 'Necks', 'Beach', 'Dress', 'Loose', 'beach dress', 'Round neck', ""Women's Fashion"", 'sleeveless', 'Skirts', 'Casual', 'Women']"
Sexy Solid Ruffled Chiffon Sling Top Pure Color Women Summer Tank Top Plus Size,9.0,8,5000,0,4.06,743,400.0,142.0,142.0,45.0,53.0,0,0,0,0,"Summer,Plus Size,ruffle,ruffled,chiffon,Tank,Pure Color,Cami,tank top,Women's Fashion,Fashion,V-neck,blousesampshirt,sexy,Tops,Women",orange,S,50,3,0,41,50,1,CN,Fashion Trend Line,20681,3.9993714037038823,1,2,"['Summer', 'Plus Size', 'ruffle', 'ruffled', 'chiffon', 'Tank', 'Pure Color', 'Cami', 'tank top', ""Women's Fashion"", 'Fashion', 'V-neck', 'blousesampshirt', 'sexy', 'Tops', 'Women']"
Summer Women Sling Dress V-neck Floral Pleated Strap Casual Pocket Large Dress,6.0,6,100,0,4.0,8,5.0,0.0,0.0,2.0,0.0,0,0,0,0,"Summer,Sling,Dresses,Dress,V-neck,Casual,Pocket,Women's Fashion,Sleeveless dress,women dress,Floral,sleeveless,Women,loose dress,Pleated,casual dress",white & green,XS,5,2,0,23,50,0,CN,zhuangyuping1,127,3.874015748031496,0,5,"['Summer', 'Sling', 'Dresses', 'Dress', 'V-neck', 'Casual', 'Pocket', ""Women's Fashion"", 'Sleeveless dress', 'women dress', 'Floral', 'sleeveless', 'Women', 'loose dress', 'Pleated', 'casual dress']"
Zanzea S-5XL Summer Women Crew Neck Sleeveless Graffiti Printed Casual Loose Maxi Dress Robes ,11.0,68,1000,0,4.13,211,120.0,37.0,37.0,8.0,15.0,0,0,0,0,"Summer,Plus Size,women39sfashion,Necks,Tunic dress,summer dress,Women's Fashion,Floral print,Casual,Crewneck,dressesforwomen,Graffiti,printeddre,sleeveless,Robes,Women,Dress,printed",red,M,50,2,0,40,50,0,CN,LeadTheFashion,11597,4.2152280762266106,0,1,"['Summer', 'Plus Size', 'women39sfashion', 'Necks', 'Tunic dress', 'summer dress', ""Women's Fashion"", 'Floral print', 'Casual', 'Crewneck', 'dressesforwomen', 'Graffiti', 'printeddre', 'sleeveless', 'Robes', 'Women', 'Dress', 'printed']"
Women's Summer New Fashion Sports Shorts Solid Color Elastic Shorts Female Slim Fit Running Short Pants Gym Workout Elastic Casual Sports Short Pants,7.0,6,50,0,4.0,4,3.0,0.0,0.0,0.0,1.0,0,0,0,0,"Summer,Fashion,Elastic,pants,slim,Short pants,Women's Fashion,Running,Shorts,Sport,Casual,Slim Fit",blue,XS,50,2,0,139,50,1,CN,caishuiwang,34,4.352941176470588,0,3,"['Summer', 'Fashion', 'Elastic', 'pants', 'slim', 'Short pants', ""Women's Fashion"", 'Running', 'Shorts', 'Sport', 'Casual', 'Slim Fit']"
Women s New Fashion Solid Color Pants Loose Casual Trousers Wide Leg Pants,5.0,38,50,1,5.0,2,2.0,0.0,0.0,0.0,0.0,0,0,0,0,"Summer,Fashion,pants,widelegpant,Women's Fashion,trousers,solid color,Wool,Casual,Women",khaki,XS,17,1,0,33,50,0,CN,zufanqiudinli,9,3.6666666666666665,0,1,"['Summer', 'Fashion', 'pants', 'widelegpant', ""Women's Fashion"", 'trousers', 'solid color', 'Wool', 'Casual', 'Women']"
Women Summer Shorts Lace Up Elastic Waistband Loose Thin Casual Pants Plus Size S-8XL,2.72,3,100,1,3.1,20,6.0,4.0,4.0,2.0,6.0,0,0,0,0,"Summer,Plus Size,Lace,Casual pants,Bottom,pants,Loose,Women's Fashion,Shorts,Lace Up,Elastic,Casual,Women",yellow,S,1,1,0,35,50,0,CN,youngpeopleshop,14482,4.001588178428394,0,3,"['Summer', 'Plus Size', 'Lace', 'Casual pants', 'Bottom', 'pants', 'Loose', ""Women's Fashion"", 'Shorts', 'Lace Up', 'Elastic', 'Casual', 'Women']"
European and American Classic Fashion Summer Ladies Short-sleeved Cotton Dress,5.87,11,1000,1,3.91,209,100.0,41.0,41.0,17.0,17.0,0,0,0,0,"Summer,Fashion,night dress,Dress,Classics,short sleeves,Cotton Dress,Women's Fashion,european,Ladies,American,Large Size,Clothing,Pajamas,Cotton",white,S,6,1,0,29,50,1,CN,happy feng,6187,4.391304347826087,0,2,"['Summer', 'Fashion', 'night dress', 'Dress', 'Classics', 'short sleeves', 'Cotton Dress', ""Women's Fashion"", 'european', 'Ladies', 'American', 'Large Size', 'Clothing', 'Pajamas', 'Cotton']"
2018 New Fashion Women Casual Playsuit Ladies Jumpsuit Romper Summer Floral Playsuit Brand New (3 Colors),11.0,10,5000,0,3.72,1008,447.0,201.0,201.0,81.0,144.0,0,0,0,0,"Summer,Shorts,Rompers,Casual,Ladies,Women's Fashion,Fashion,off shoulder,sexy,Floral,sleeveless,Women,Beach,playsuit,jumpsuit",white,M,50,2,0,25,50,0,CN,besagift,61895,4.268002261895145,1,3,"['Summer', 'Shorts', 'Rompers', 'Casual', 'Ladies', ""Women's Fashion"", 'Fashion', 'off shoulder', 'sexy', 'Floral', 'sleeveless', 'Women', 'Beach', 'playsuit', 'jumpsuit']"
Women Summer Three-color Stitching Short Sleeve Long Dress Ladies Casual V Collar Cotton Plus Size Long Dresses XS-5XL,8.0,10,100,0,2.71,7,1.0,1.0,1.0,1.0,2.0,0,0,0,0,"Summer,V Collar,Plus Size,Stitching,Sleeve,Dresses,Dress,summer dress,long dress,short sleeves,Casual,ladies dress,Women's Fashion,Shorts,Women,Ladies,women dress,Short Sleeved,Cotton,Collar,casual dress",red,XS,4,3,0,20,50,0,CN,lianlie,224,3.8928571428571432,0,1,"['Summer', 'V Collar', 'Plus Size', 'Stitching', 'Sleeve', 'Dresses', 'Dress', 'summer dress', 'long dress', 'short sleeves', 'Casual', 'ladies dress', ""Women's Fashion"", 'Shorts', 'Women', 'Ladies', 'women dress', 'Short Sleeved', 'Cotton', 'Collar', 'casual dress']"
Plus Size 4XL 5XL Chinese Clothing Shirts for Men Cotton Linen Shirt Tops Summer ,14.0,67,1000,0,3.81,187,84.0,40.0,40.0,14.0,21.0,0,0,0,0,"Summer,Plus Size,Cotton,summershirtsformen,Chinese,loose shirt,cottonlinenshirt,Tops,buttonup,short sleeves,men shirt,Men's Fashion,Fashion,Men,solid color,Shirt,camisamen,Clothing,basictshirt,beachshirt",blue,M,50,4,0,40,50,0,CN,saya2016,11900,4.150756302521009,1,2,"['Summer', 'Plus Size', 'Cotton', 'summershirtsformen', 'Chinese', 'loose shirt', 'cottonlinenshirt', 'Tops', 'buttonup', 'short sleeves', 'men shirt', ""Men's Fashion"", 'Fashion', 'Men', 'solid color', 'Shirt', 'camisamen', 'Clothing', 'basictshirt', 'beachshirt']"
New Fashion Summer Women Casual Dress Round Neck Loose Big Swing Skirt Sleeveless Soild Color Beach dress,2.0,9,100,0,3.47,32,11.0,6.0,6.0,7.0,3.0,0,0,0,0,"Summer,Fashion,Necks,Skirts,Dress,Loose,Women's Fashion,Round neck,beach dress,sleeveless,Beach,Casual,Women",white,XXS,1,1,0,40,50,0,CN,zaitaowanggou,4856,4.167627677100494,0,3,"['Summer', 'Fashion', 'Necks', 'Skirts', 'Dress', 'Loose', ""Women's Fashion"", 'Round neck', 'beach dress', 'sleeveless', 'Beach', 'Casual', 'Women']"
Women Fashion Loose Casual Soild Color Camisole Sleeveless Lace Summer Tank Tops,8.0,7,10000,1,3.93,1670,823.0,340.0,340.0,89.0,168.0,0,0,0,0,"Summer,soildcolor,Plus Size,Tank,camisole,Tops,Loose,tank top,Women's Fashion,Fashion,sleeveless tops,sleeveless,Women,Lace,Casual,summerampspring",yellow,M,50,3,0,30,50,0,CN,keepahorse,66644,4.137581777804454,1,5,"['Summer', 'soildcolor', 'Plus Size', 'Tank', 'camisole', 'Tops', 'Loose', 'tank top', ""Women's Fashion"", 'Fashion', 'sleeveless tops', 'sleeveless', 'Women', 'Lace', 'Casual', 'summerampspring']"
Summer Beach Fashion Plus Size Women's Loose Short Sleeve Long Blouses Plus Size Deep V-neck Party Dress Ladies Casual Solid Color Beach Wear Swimsuit Cover-up Short Linen Dress,5.79,30,1000,1,3.41,212,73.0,49.0,49.0,25.0,42.0,0,0,0,0,"blouse,Plus Size,Summer,Dress,short sleeves,V-neck,beach dress,Fashion,Casual,Deep V-Neck,Shorts,Tops & Blouses,Sleeve,summer dress,Women's Fashion,Swimsuit,Party Dress,Ladies,party,linen dress,Beach,loose dress,Swimming",white,XS,50,2,0,118,50,0,CN,taomi  gogo,21012,4.189843898724538,1,3,"['blouse', 'Plus Size', 'Summer', 'Dress', 'short sleeves', 'V-neck', 'beach dress', 'Fashion', 'Casual', 'Deep V-Neck', 'Shorts', 'Tops & Blouses', 'Sleeve', 'summer dress', ""Women's Fashion"", 'Swimsuit', 'Party Dress', 'Ladies', 'party', 'linen dress', 'Beach', 'loose dress', 'Swimming']"
Trend Summer New Design Letter Printed Women T-shirts Deep V-neck Sleeveless Shirts Casual Tank Tops,8.0,22,100,1,3.74,47,24.0,5.0,5.0,6.0,6.0,0,0,0,0,"Deep V-Neck,Summer,Plus Size,Tank,Shirt,rodeotank,Tops,Sleeveless Shirt,tank top,Women's Fashion,women shirt,V-neck,sleeveless,Design,T Shirts,Women,countrymusicshirt,Casual,countrythunder,printed",winered,S,50,3,0,41,50,0,CN,Aidos,50593,3.876761607336984,0,1,"['Deep V-Neck', 'Summer', 'Plus Size', 'Tank', 'Shirt', 'rodeotank', 'Tops', 'Sleeveless Shirt', 'tank top', ""Women's Fashion"", 'women shirt', 'V-neck', 'sleeveless', 'Design', 'T Shirts', 'Women', 'countrymusicshirt', 'Casual', 'countrythunder', 'printed']"
Summer Women Round Neck Dress Casual Sleeveless Dress Floral Printed Dress Slim Flower Dress,4.94,5,10000,1,3.93,1331,659.0,255.0,255.0,101.0,117.0,0,0,0,0,"Summer,dress slim,Fashion,neck dress,Necks,Dress,slim,Round neck,Women's Fashion,Sleeveless dress,Flowers,Floral,sleeveless,printed,Casual,Women",black & green,M,6,1,0,49,50,0,CN,Smart Home International Co.Ltd,55670,4.1214837434884135,1,6,"['Summer', 'dress slim', 'Fashion', 'neck dress', 'Necks', 'Dress', 'slim', 'Round neck', ""Women's Fashion"", 'Sleeveless dress', 'Flowers', 'Floral', 'sleeveless', 'printed', 'Casual', 'Women']"
2018 Women Ladies Fashion Musical Note Asymmetric Tank Top,8.0,7,10000,0,3.82,2520,1220.0,433.0,433.0,203.0,299.0,0,0,0,0,"Summer,Fashion,tunic,Ladies Fashion,asymmetric,Tops,tank top,Women's Fashion,Music,Ladies,Tank,Printed T Shirts,Women",orange,M,50,3,0,14,50,1,CN,WDHDAGE,8821,3.872009976193176,0,4,"['Summer', 'Fashion', 'tunic', 'Ladies Fashion', 'asymmetric', 'Tops', 'tank top', ""Women's Fashion"", 'Music', 'Ladies', 'Tank', 'Printed T Shirts', 'Women']"
Women Summer Printed Plus Size Loose Casual Trousers Harlan Pants Long Pants,11.0,10,100,1,3.46,50,20.0,7.0,7.0,6.0,9.0,0,0,0,0,"Summer,trousers,Casual pants,pants,Bottom,fashion pants,chiffonpant,Long pants,widelegpant,harem pants,summerpant,Plus Size,printed,Women's Fashion,Casual,Women",black,S,50,3,0,41,50,0,CN,charming_family,225438,4.301120485454981,0,3,"['Summer', 'trousers', 'Casual pants', 'pants', 'Bottom', 'fashion pants', 'chiffonpant', 'Long pants', 'widelegpant', 'harem pants', 'summerpant', 'Plus Size', 'printed', ""Women's Fashion"", 'Casual', 'Women']"
Fashion Women Sleeveless Lace Vest Loose V Neck Solid Silk  Lady Casual Sexy Black Tank Tops,8.0,33,10,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,"Vest,Fashion,Lace,V-neck,Women's Fashion,lacebra,sexy,silk,Casual,Women,Tank,Necks,casualsuspendertop,lace top,Tops,lace vest,slingtop,black,sleeveless",black,S,50,2,0,25,50,0,CN,WSLCWM,1496,4.1697860962566855,0,1,"['Vest', 'Fashion', 'Lace', 'V-neck', ""Women's Fashion"", 'lacebra', 'sexy', 'silk', 'Casual', 'Women', 'Tank', 'Necks', 'casualsuspendertop', 'lace top', 'Tops', 'lace vest', 'slingtop', 'black', 'sleeveless']"
